ID,Station,Year,Month,TEM,DPT,WIS,HUM,SLP,T_RAN,A_RAIN,RAN
1,Mymensingh,1960,1,16.9,11.3,2,73.39,1016,15,0.48,NRT
2,Mymensingh,1960,2,21.4,12.6,1.7,66.34,1013,0,0,NRT
3,Mymensingh,1960,3,24.1,14.9,2.3,64.13,1011.4,69,2.23,LTR
4,Mymensingh,1960,4,29.9,17.6,2.2,59.03,1007.1,27,0.9,NRT
5,Mymensingh,1960,5,29.6,23.2,2.4,73.45,1003.4,187,6.03,LTR
6,Mymensingh,1960,6,28.2,24.1,2,84.03,1001.6,363,12.1,MHR
7,Mymensingh,1960,7,27.7,25.2,2.2,87.87,1002,383,12.35,MHR
8,Mymensingh,1960,8,28.7,25.6,3,85.65,1000.5,355,11.45,MHR
9,Mymensingh,1960,9,28,24.6,1.6,87.63,1005,579,19.3,MHR
10,Mymensingh,1960,10,27,22.9,1.5,80.58,1009.9,53,1.71,LTR
11,Mymensingh,1960,11,21.8,17.4,1.5,81.3,1013.7,6,0.2,NRT
12,Mymensingh,1960,12,18.5,14.5,1.5,80.06,1015.2,0,0,NRT
13,Mymensingh,1961,1,17.8,13.3,1.3,77.52,1016.3,0,0,NRT
14,Mymensingh,1961,2,17.8,11.3,1.6,75.46,1012.3,0,0,NRT
15,Mymensingh,1961,3,25.2,18.6,2.1,72.97,1009.8,0,0,NRT
16,Mymensingh,1961,4,27.8,21,2,72.53,1006.8,15,0.5,NRT
17,Mymensingh,1961,5,28.9,24.9,2.2,81.39,1003.7,295,9.52,LTR
18,Mymensingh,1961,6,27.6,24.2,2,87.27,1001.7,456,15.2,MHR
19,Mymensingh,1961,7,28.2,25.3,2,86.68,1000.2,242,7.81,LTR
20,Mymensingh,1961,8,28.4,25.5,2,85.58,1001,150,4.84,LTR
21,Mymensingh,1961,9,28.1,24,2.1,84.3,1003.6,121,4.03,LTR
22,Mymensingh,1961,10,26.3,22.9,1.4,84.16,1010,86,2.77,LTR
23,Mymensingh,1961,11,21.5,16.9,1.1,80.33,1014.6,3,0.1,NRT
24,Mymensingh,1961,12,16.1,12.8,1.2,81.52,1014.8,0,0,NRT
25,Mymensingh,1962,1,16,11.1,1.3,75.35,1014.3,6,0.19,NRT
26,Mymensingh,1962,2,19.8,12.9,1.5,74.54,1014.6,10,0.36,NRT
27,Mymensingh,1962,3,25.9,10.6,1.9,49.65,1010.7,1,0.03,NRT
28,Mymensingh,1962,4,28,19,2.2,65.97,1008.1,51,1.7,LTR
29,Mymensingh,1962,5,27.2,22.3,2.1,77.45,1005.1,390,12.58,MHR
30,Mymensingh,1962,6,27.9,24.2,1.9,86.13,1000.2,461,15.37,MHR
31,Mymensingh,1962,7,28.7,25.8,1.7,85.9,999.9,311,10.03,MHR
32,Mymensingh,1962,8,27.7,25.3,1.9,87.71,1003.4,353,11.39,MHR
33,Mymensingh,1962,9,28.5,24.4,2.2,83.9,1005.1,210,7,LTR
34,Mymensingh,1962,10,26.1,22.4,1.7,82.23,1010.6,103,3.32,LTR
35,Mymensingh,1962,11,22.4,18.1,1.9,82.6,1014.2,0,0,NRT
36,Mymensingh,1962,12,18.1,15.1,1,84.1,1015.9,0,0,NRT
37,Mymensingh,1963,1,16.7,11.5,0.6,74.77,1015.5,0,0,NRT
38,Mymensingh,1963,2,20.7,12.2,0.8,68.18,1014.1,0,0,NRT
39,Mymensingh,1963,3,23.5,16.2,1.1,70.13,1011.3,40,1.29,LTR
40,Mymensingh,1963,4,26.3,19.2,2.5,71.93,1009.2,74,2.47,LTR
41,Mymensingh,1963,5,27,23.1,2,82.23,1005.8,223,7.19,LTR
42,Mymensingh,1963,6,27.7,24.4,1.4,88.63,1001.1,518,17.27,MHR
43,Mymensingh,1963,7,27.8,25.8,1.5,90.55,999.9,410,13.23,MHR
44,Mymensingh,1963,8,28.1,25.9,1.7,89,1002.4,313,10.1,MHR
45,Mymensingh,1963,9,28.5,24.5,0.9,84.7,1005.5,174,5.8,LTR
46,Mymensingh,1963,10,26.7,24,1.8,86.77,1011.1,160,5.16,LTR
47,Mymensingh,1963,11,23.3,18.4,0.3,80.27,1014.6,82,2.73,LTR
48,Mymensingh,1963,12,19.9,14.7,0,75.13,1015.8,1,0.03,NRT
49,Mymensingh,1964,1,17.3,11.8,0.1,73.87,1015.9,13,0.42,NRT
50,Mymensingh,1964,2,20.8,13.9,0.8,73.38,1014.1,49,1.69,LTR
51,Mymensingh,1964,3,25.8,18.6,1.5,69.39,1011,31,1,LTR
52,Mymensingh,1964,4,26.4,21.5,2,80.1,1007.4,101,3.37,LTR
53,Mymensingh,1964,5,27.5,24.2,1.3,83.74,1005.1,368,11.87,MHR
54,Mymensingh,1964,6,27.7,24.7,2,89.2,1000.9,598,19.93,MHR
55,Mymensingh,1964,7,27.5,25.6,0.7,90.23,1003.1,488,15.74,MHR
56,Mymensingh,1964,8,29,26.6,1.4,88.13,1001.1,237,7.65,LTR
57,Mymensingh,1964,9,28.1,24.8,0.5,87.5,1004.8,448,14.93,MHR
58,Mymensingh,1964,10,27.3,24.3,1.4,85.29,1008.2,396,12.77,MHR
59,Mymensingh,1964,11,24.1,18.3,1.2,76.03,1012.8,0,0,NRT
60,Mymensingh,1964,12,19.9,15.8,1.2,80.35,1015.8,0,0,NRT
61,Mymensingh,1965,1,19,13.4,0.2,74.74,1016.6,0,0,NRT
62,Mymensingh,1965,2,20.6,12.8,0.7,71.11,1013,19,0.68,NRT
63,Mymensingh,1965,3,24.8,14.9,2,61.68,1012,25,0.81,NRT
64,Mymensingh,1965,4,29,19.5,2.2,63.73,1007.5,59,1.97,LTR
65,Mymensingh,1965,5,29.2,23.2,2.4,73.4,1004.4,204,6.58,LTR
66,Mymensingh,1965,6,28,24.7,2,87.93,999.8,409,13.63,MHR
67,Mymensingh,1965,7,28.2,25.6,1.9,87.16,1001.7,558,18,MHR
68,Mymensingh,1965,8,27.2,25.1,1,89.16,1004.3,669,21.58,MHR
69,Mymensingh,1965,9,28.3,24.6,1.4,85.4,1006.4,297,9.9,LTR
70,Mymensingh,1965,10,27.4,23.1,0.6,79.65,1011,76,2.45,LTR
71,Mymensingh,1965,11,24.3,18.7,1.5,76.97,1015.3,19,0.63,NRT
72,Mymensingh,1965,12,20.6,14.9,0.5,73.03,1014.9,0,0,NRT
73,Mymensingh,1966,1,18.6,13.3,0.7,74.74,1017.1,20,0.65,NRT
74,Mymensingh,1966,2,,0,0.7,,,0,0,NRT
75,Mymensingh,1966,3,25.9,16.9,1.3,64.39,1009.5,4,0.13,NRT
76,Mymensingh,1966,4,30.1,19.7,1.9,62.53,1006.2,110,3.67,LTR
77,Mymensingh,1966,5,29.6,22.6,1.9,71.6,997.2,127,4.1,LTR
78,Mymensingh,1966,6,28.1,24.3,1.9,85.67,1001.1,218,7.27,LTR
79,Mymensingh,1966,7,28.5,25.7,1.6,85.45,1001.1,386,12.45,MHR
80,Mymensingh,1966,8,28,25.8,0.9,88.68,1002.8,472,15.23,MHR
81,Mymensingh,1966,9,28.2,24.2,1.2,84.2,1006.5,179,5.97,LTR
82,Mymensingh,1966,10,26.1,22,0.4,80.94,1011.2,189,6.1,LTR
83,Mymensingh,1966,11,24,18.3,0.1,76.67,1013,10,0.33,NRT
84,Mymensingh,1966,12,19.7,15.2,0.1,78.48,1005.9,7,0.23,NRT
85,Mymensingh,1967,1,19.1,13.1,0.6,71.61,1016,16,0.52,NRT
86,Mymensingh,1967,2,21.5,13,0.6,69.39,1012.7,0,0,NRT
87,Mymensingh,1967,3,24.7,17,1.5,68.45,1011.3,46,1.48,LTR
88,Mymensingh,1967,4,28,15.7,2.2,57.83,1007.9,74,2.47,LTR
89,Mymensingh,1967,5,28.6,23.4,1.9,76.73,1004.1,284,9.16,LTR
90,Mymensingh,1967,6,28,24,1.7,83.5,1001.6,211,7.03,LTR
91,Mymensingh,1967,7,28.7,25.9,1,85.32,1000.8,451,14.55,MHR
92,Mymensingh,1967,8,28.5,25.6,1.8,84.74,1001.3,345,11.13,MHR
93,Mymensingh,1967,9,27.9,24.1,1.3,84.63,1004.9,283,9.43,LTR
94,Mymensingh,1967,10,26.8,22.8,0.7,80.55,1011,155,5,LTR
95,Mymensingh,1967,11,22.7,16.1,0.8,72.3,1014.6,23,0.77,NRT
96,Mymensingh,1967,12,19.6,14.9,1.2,77.39,1016.7,0,0,NRT
97,Mymensingh,1968,1,18.1,14.9,0.6,83.68,1015.4,5,0.16,NRT
98,Mymensingh,1968,2,20,12.2,0.8,69.76,1014.3,2,0.07,NRT
99,Mymensingh,1968,3,25.8,15.2,1.6,59.87,1009.8,37,1.19,LTR
100,Mymensingh,1968,4,28.3,19,1.1,64.93,1008.6,39,1.3,LTR
101,Mymensingh,1968,5,28.6,21.9,2.5,72.19,1003.8,293,9.45,LTR
102,Mymensingh,1968,6,28.9,23.6,2.2,82.76,999.9,464,15.47,MHR
103,Mymensingh,1968,7,28.3,25.7,1.4,87.1,1000.9,618,19.94,MHR
104,Mymensingh,1968,8,28.6,25.6,1.4,83.81,1001.3,244,7.87,LTR
105,Mymensingh,1968,9,28.2,24.3,0.7,85.33,1006.3,368,12.27,MHR
106,Mymensingh,1968,10,27,22.8,0.6,79.35,1011.3,144,4.65,LTR
107,Mymensingh,1968,11,24.1,17.4,1,72.73,1015.6,0,0,NRT
108,Mymensingh,1968,12,19.7,14.2,0.8,74.29,1015.3,0,0,NRT
109,Mymensingh,1969,1,18,11.9,0.9,71.23,1014.2,0,0,NRT
110,Mymensingh,1969,2,20.8,11.8,1.9,66.18,1013.9,2,0.07,NRT
111,Mymensingh,1969,3,26.1,17.6,1.5,65.68,1010.9,139,4.48,LTR
112,Mymensingh,1969,4,28.4,21.4,2.2,73.5,988.4,169,5.63,LTR
113,Mymensingh,1969,5,29.5,22.9,1.6,71.55,1005.5,176,5.68,LTR
114,Mymensingh,1969,6,,0,1.6,,,0,0,NRT
115,Mymensingh,1969,7,28.8,26,1.6,86.1,1000.7,338,10.9,MHR
116,Mymensingh,1969,8,27.7,25.1,1.7,86.74,1003.5,634,20.45,MHR
117,Mymensingh,1969,9,28.9,24.4,1.3,81.8,1005.5,267,8.9,LTR
118,Mymensingh,1969,10,27.4,22.6,1.3,77.65,1011.1,50,1.61,LTR
119,Mymensingh,1969,11,23.9,17.2,1,73.03,1014.1,0,0,NRT
120,Mymensingh,1969,12,20.2,14,1,70.9,1016.4,0,0,NRT
121,Mymensingh,1970,1,17.9,11.9,1.4,71.16,1016.5,23,0.74,NRT
122,Mymensingh,1970,2,21,11.1,1.4,62.82,1014.9,0,0,NRT
123,Mymensingh,1970,3,26.4,15.5,2.1,60.61,1009.8,6,0.19,NRT
124,Mymensingh,1970,4,29.4,20.7,1.7,67.9,1008.3,117,3.9,LTR
125,Mymensingh,1970,5,30,23.7,1.6,72.71,1003.8,176,5.68,LTR
126,Mymensingh,1970,6,28.5,24.5,1.2,84.4,1002.1,570,19,MHR
127,Mymensingh,1970,7,28.2,25.5,1.4,86.39,1000.4,323,10.42,MHR
128,Mymensingh,1970,8,28.8,25.7,1.4,84.32,1003,207,6.68,LTR
129,Mymensingh,1970,9,28.3,24.3,0.9,83.83,1004.6,242,8.07,LTR
130,Mymensingh,1970,10,26.9,23.4,0.8,83.19,1009,274,8.84,LTR
131,Mymensingh,1970,11,23.8,17.5,0.5,73.6,1013.4,8,0.27,NRT
132,Mymensingh,1970,12,19.9,13,0.5,68.77,1014.3,0,0,NRT
133,Mymensingh,1971,1,,,1.4,,,0,0,NRT
134,Mymensingh,1971,2,,,1.4,,,0,0,NRT
135,Mymensingh,1971,3,,,2.1,,,0,0,NRT
136,Mymensingh,1971,4,,,1.7,,,0,0,NRT
137,Mymensingh,1971,5,,,1.6,,,0,0,NRT
138,Mymensingh,1971,6,,,1.2,,,0,0,NRT
139,Mymensingh,1971,7,,,1.4,,,0,0,NRT
140,Mymensingh,1971,8,28.3,25.6,1.6,85.94,1003.6,369,11.9,MHR
141,Mymensingh,1971,9,28.5,25.1,1.9,86.67,1005.9,897,29.9,MHR
142,Mymensingh,1971,10,28.6,25.4,1.9,84.06,1010.3,445,14.35,MHR
143,Mymensingh,1971,11,24.5,20.9,0.6,85.27,1015.6,58,1.93,LTR
144,Mymensingh,1971,12,20.1,13.5,1.7,69.75,1015.1,0,0,NRT
145,Mymensingh,1972,1,19.8,12.7,1.2,67.87,1015.6,0,0,NRT
146,Mymensingh,1972,2,19.5,10.2,1.9,62.93,1013.1,20,0.69,NRT
147,Mymensingh,1972,3,26.5,19.4,1.3,82.29,1001,35,1.13,LTR
148,Mymensingh,1972,4,27.3,19.9,2.2,70.6,1008.6,89,2.97,LTR
149,Mymensingh,1972,5,29.1,23.6,2.2,75.39,1005.1,127,4.1,LTR
150,Mymensingh,1972,6,28.4,24.4,1.9,84.03,1002.2,625,20.83,MHR
151,Mymensingh,1972,7,29,25.7,1.9,84.23,999.2,418,13.48,MHR
152,Mymensingh,1972,8,28.7,25.3,2.4,83.23,1002.7,130,4.19,LTR
153,Mymensingh,1972,9,28.7,24.1,1.2,81.6,1007.5,204,6.8,LTR
154,Mymensingh,1972,10,26.5,21.7,1,82.83,1014,6,0.19,NRT
155,Mymensingh,1972,11,24.1,17.8,1.3,74.33,1013.6,0,0,NRT
156,Mymensingh,1972,12,19.5,12.3,0.5,79.8,1015.4,0,0,NRT
157,Mymensingh,1973,1,19.2,11.1,1.4,67.35,1015.5,24,0.77,NRT
158,Mymensingh,1973,2,22.7,12.3,1,63.54,1014.5,15,0.54,NRT
159,Mymensingh,1973,3,,0,1,,,0,0,NRT
160,Mymensingh,1973,4,29.5,21,2,70.1,997.5,114,3.8,LTR
161,Mymensingh,1973,5,27,22.9,1.9,81.1,1005,284,9.16,LTR
162,Mymensingh,1973,6,27.8,24.5,1.9,88.71,1000.2,262,8.73,LTR
163,Mymensingh,1973,7,30.1,25.6,1.7,79.2,998.6,162,5.23,LTR
164,Mymensingh,1973,8,29.3,26.2,1.9,85.29,1002.7,121,3.9,LTR
165,Mymensingh,1973,9,,,1.2,,,0,0,NRT
166,Mymensingh,1973,10,,,1,,,0,0,NRT
167,Mymensingh,1973,11,,,1.3,,,0,0,NRT
168,Mymensingh,1973,12,,,0.5,,,0,0,NRT
169,Mymensingh,1974,1,18.9,12.6,0.9,70.74,1014.1,0,0,NRT
170,Mymensingh,1974,2,23.4,12.9,1,67.2,1012.4,0,0,NRT
171,Mymensingh,1974,3,25.6,19.8,1.8,74.74,1011,0,0,NRT
172,Mymensingh,1974,4,27.2,22.5,1.6,80.63,1006.7,0,0,NRT
173,Mymensingh,1974,5,,,1.6,,,0,0,NRT
174,Mymensingh,1974,6,,,1.6,,,0,0,NRT
175,Mymensingh,1974,7,28,26.1,1.1,90.48,1001.1,526,16.97,MHR
176,Mymensingh,1974,8,29.8,27,1.4,86.58,1000.7,106,3.42,LTR
177,Mymensingh,1974,9,28.8,25.4,0.5,87.67,1006.3,217,7.23,LTR
178,Mymensingh,1974,10,27.4,25.3,0.3,90.17,1006.3,0,0,NRT
179,Mymensingh,1974,11,,,0.5,,,0,0,NRT
180,Mymensingh,1974,12,,,0.5,,,0,0,NRT
181,Mymensingh,1975,1,17.9,14.7,0.5,83.53,1015.2,0,0,NRT
182,Mymensingh,1975,2,20.4,12.5,0.6,72.04,1014.7,0,0,NRT
183,Mymensingh,1975,3,26.2,17.8,0.8,64.81,1010.6,0,0,NRT
184,Mymensingh,1975,4,28.8,23.2,1.5,78.97,1006.3,8,0.27,NRT
185,Mymensingh,1975,5,27.9,23.8,1,80.11,1003.7,3,0.1,NRT
186,Mymensingh,1975,6,29.3,24.9,0.6,83.73,1000.7,0,0,NRT
187,Mymensingh,1975,7,27,25.1,0.5,89.87,1002.6,0,0,NRT
188,Mymensingh,1975,8,28,25.6,0.8,88,1002.2,17,0.55,NRT
189,Mymensingh,1975,9,28.3,25,0.5,87.63,1006.6,0,0,NRT
190,Mymensingh,1975,10,28.3,25.9,0.4,88.13,1007.9,0,0,NRT
191,Mymensingh,1975,11,23.4,19.4,0.1,88.47,1013,0,0,NRT
192,Mymensingh,1975,12,18.6,14.4,0,91.23,1015.6,0,0,NRT
193,Mymensingh,1976,1,17.5,11.5,0.4,71.96,1016.7,0,0,NRT
194,Mymensingh,1976,2,20.5,15.4,0.1,80.82,995.2,8,0.28,NRT
195,Mymensingh,1976,3,24.9,20.4,0.1,80.31,1010,0,0,NRT
196,Mymensingh,1976,4,28.4,17.9,1,64.37,1007.7,84,2.8,LTR
197,Mymensingh,1976,5,28.2,23.1,0.7,79.52,985,237,7.65,LTR
198,Mymensingh,1976,6,27.6,24.7,0.2,89.43,1001.5,394,13.13,MHR
199,Mymensingh,1976,7,28.2,26.1,0.3,89.74,1001.7,577,18.61,MHR
200,Mymensingh,1976,8,27.6,25.5,0.3,90.11,1004.5,475,15.32,MHR
201,Mymensingh,1976,9,28.5,25.2,0.1,88.26,1007.1,195,6.5,LTR
